Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR21014913_1	(0.0, 0.0029273654110486755)	(1.0, 0.0027943033469100993)	(2.0, 0.004790234308988742)	(3.0, 0.00971353068211606)	(4.0, 0.017564192466292053)	(5.0, 0.029938964431179636)	(6.0, 0.04710397070505596)	(7.0, 0.06613184587687235)	(8.0, 0.10565127892602946)	(9.0, 0.18735138630711523)	(10.0, 0.30045414082490496)	(11.0, 0.46877765196020377)	(12.0, 0.7406234489953148)	(13.0, 1.0940362913473731)	(14.0, 1.5065286901769592)	(15.0, 1.981959445344092)	(16.0, 2.4941153302134715)	(17.0, 3.0718708127031693)	(18.0, 3.66892029449296)	(19.0, 4.200370178662434)	(20.0, 4.617253625608592)	(21.0, 5.026951721091268)	(22.0, 5.333127530674132)	(23.0, 5.422012989518701)	(24.0, 5.51182988281224)	(25.0, 5.497725304013551)	(26.0, 5.307313490231248)	(27.0, 5.029746024438179)	(28.0, 4.794359232977038)	(29.0, 4.509340291592207)	(30.0, 4.079416762360468)	(31.0, 3.618755896312717)	(32.0, 3.1744616641540118)	(33.0, 2.846463676052421)	(34.0, 2.4902565303534527)	(35.0, 2.103445109902612)	(36.0, 1.8248131475964335)	(37.0, 1.5673380534882886)	(38.0, 1.3201087383188141)	(39.0, 1.1214470765599198)	(40.0, 0.9410149175880105)	(41.0, 0.7844008680969063)	(42.0, 0.6225973981043977)	(43.0, 0.48900308570926737)	(44.0, 0.4099642196109531)	(45.0, 0.33252209828230184)	(46.0, 0.2654588179564594)	(47.0, 0.20677844767134734)	(48.0, 0.16340021476217154)	(49.0, 0.12680814712406308)	(50.0, 0.0976675550777149)	(51.0, 0.07424863178932549)	(52.0, 0.053357887719569036)	(53.0, 0.04590641212780877)	(54.0, 0.03699125383052417)	(55.0, 0.02701159902013096)	(56.0, 0.02075768200561788)	(57.0, 0.015834385632490563)	(58.0, 0.012640896093164735)	(59.0, 0.009314344489700331)	(60.0, 0.008249847976591722)	(61.0, 0.007717599720037417)	(62.0, 0.006120854950374504)	(63.0, 0.005721668757958775)	(64.0, 0.0062539170145130794)	(65.0, 0.005322482565543046)	(66.0, 0.003592675731741556)	(67.0, 0.002395117154494371)	(68.0, 0.002395117154494371)	(69.0, 0.0027943033469100993)	(70.0, 0.0022620550903557947)	(71.0, 0.0014636827055243377)	(72.0, 0.0011975585772471854)	(73.0, 0.0010644965131086093)	(74.0, 0.0013306206413857616)	(75.0, 0.0011975585772471854)	(76.0, 0.0009314344489700332)	(77.0, 0.0013306206413857616)	(78.0, 0.0013306206413857616)	(79.0, 0.000798372384831457)	(80.0, 0.0005322482565543046)	(81.0, 0.0003991861924157285)	(82.0, 0.00013306206413857616)	(83.0, 0.0003991861924157285)	(84.0, 0.0002661241282771523)	(85.0, 0.0)	(86.0, 0.0003991861924157285)	(87.0, 0.0005322482565543046)	(88.0, 0.0002661241282771523)	(89.0, 0.00013306206413857616)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR21014913_2	(0.0, 0.00026614395992936537)	(1.0, 0.0003992159398940481)	(2.0, 0.00026614395992936537)	(3.0, 0.0010645758397174615)	(4.0, 0.0037260154390111153)	(5.0, 0.007318958898057549)	(6.0, 0.012508766116680175)	(7.0, 0.017831645315267482)	(8.0, 0.03366721093106472)	(9.0, 0.060813894843859996)	(10.0, 0.11138124723043942)	(11.0, 0.1938858748085427)	(12.0, 0.32403027121400235)	(13.0, 0.5429336782559054)	(14.0, 0.846737008515276)	(15.0, 1.263651521744627)	(16.0, 1.744174441397096)	(17.0, 2.312524867826256)	(18.0, 2.9732272483509057)	(19.0, 3.5671274949332843)	(20.0, 4.10606901379025)	(21.0, 4.6435467408676026)	(22.0, 5.024132603566596)	(23.0, 5.262863735623236)	(24.0, 5.4249454072202195)	(25.0, 5.449563723513686)	(26.0, 5.3832938774912735)	(27.0, 5.222143709754043)	(28.0, 5.015083708928997)	(29.0, 4.7349671911033395)	(30.0, 4.36582551868131)	(31.0, 4.011987123955219)	(32.0, 3.706453857956307)	(33.0, 3.368184884886084)	(34.0, 2.960319266294331)	(35.0, 2.629768468062059)	(36.0, 2.3521803178557312)	(37.0, 2.0418564605780913)	(38.0, 1.7392507781384028)	(39.0, 1.48255492878653)	(40.0, 1.269506688863073)	(41.0, 1.0821413410727998)	(42.0, 0.8899854020037978)	(43.0, 0.7094067251917234)	(44.0, 0.5968278301416019)	(45.0, 0.5070042436654411)	(46.0, 0.4166483692694215)	(47.0, 0.33214766199184803)	(48.0, 0.25815964113148443)	(49.0, 0.20479777716564668)	(50.0, 0.16940063049504106)	(51.0, 0.1298782524455303)	(52.0, 0.09394881785506598)	(53.0, 0.07212501314085802)	(54.0, 0.05522487168534331)	(55.0, 0.046575192987638944)	(56.0, 0.03899009012965203)	(57.0, 0.028344331732477412)	(58.0, 0.02169073273424328)	(59.0, 0.01823086125516153)	(60.0, 0.013573341956397636)	(61.0, 0.011444190276962711)	(62.0, 0.009714254537421838)	(63.0, 0.00838353473777501)	(64.0, 0.007185886918092866)	(65.0, 0.005722095138481356)	(66.0, 0.005056735238657942)	(67.0, 0.004125231378905164)	(68.0, 0.0037260154390111153)	(69.0, 0.0031937275191523846)	(70.0, 0.002129151679434923)	(71.0, 0.0019960796994702404)	(72.0, 0.0023952956393642885)	(73.0, 0.002262223659399606)	(74.0, 0.002129151679434923)	(75.0, 0.002262223659399606)	(76.0, 0.003592943459046433)	(77.0, 0.0031937275191523846)	(78.0, 0.0018630077195055576)	(79.0, 0.0014637917796115098)	(80.0, 0.0015968637595761923)	(81.0, 0.001330719799646827)	(82.0, 0.0007984318797880962)	(83.0, 0.0009315038597527788)	(84.0, 0.0006653598998234135)	(85.0, 0.0007984318797880962)	(86.0, 0.0011976478196821442)	(87.0, 0.0010645758397174615)	(88.0, 0.0009315038597527788)	(89.0, 0.0014637917796115098)	(90.0, 0.001330719799646827)	(91.0, 0.0009315038597527788)	(92.0, 0.0006653598998234135)	(93.0, 0.0005322879198587307)	(94.0, 0.0005322879198587307)	(95.0, 0.0009315038597527788)	(96.0, 0.0014637917796115098)	(97.0, 0.0010645758397174615)	(98.0, 0.0005322879198587307)	(99.0, 0.0003992159398940481)	(100.0, 0.0018630077195055576)
SRR21014914_1	(0.0, 0.0029273897563313954)	(1.0, 0.005214413003465298)	(2.0, 0.009788459497733102)	(3.0, 0.012807330183949856)	(4.0, 0.02131505666328797)	(5.0, 0.040343090079442034)	(6.0, 0.07162956810023383)	(7.0, 0.11453412421646583)	(8.0, 0.18241297419140007)	(9.0, 0.29658117468832446)	(10.0, 0.4759752781935078)	(11.0, 0.7253522930609885)	(12.0, 1.088531584705852)	(13.0, 1.5191323216762234)	(14.0, 1.9873317208294758)	(15.0, 2.5396020945473707)	(16.0, 3.0792480999410863)	(17.0, 3.6432280326843065)	(18.0, 4.221753433279299)	(19.0, 4.652262689319785)	(20.0, 4.975281852744977)	(21.0, 5.165562186906517)	(22.0, 5.232617708512484)	(23.0, 5.241765801501019)	(24.0, 5.15074227626509)	(25.0, 4.966316721616212)	(26.0, 4.741914000607434)	(27.0, 4.489060710404309)	(28.0, 4.147928322861817)	(29.0, 3.7978308041905584)	(30.0, 3.442976277165262)	(31.0, 3.0886706357192777)	(32.0, 2.7344564752031792)	(33.0, 2.4190302289584715)	(34.0, 2.1450448439518297)	(35.0, 1.8302589642163196)	(36.0, 1.5935063176730178)	(37.0, 1.3734032003688512)	(38.0, 1.1641863137210418)	(39.0, 1.0051924575802929)	(40.0, 0.8355868135728426)	(41.0, 0.6893088066861581)	(42.0, 0.5632480853041375)	(43.0, 0.45804501593597796)	(44.0, 0.3834880580794128)	(45.0, 0.3202747355286317)	(46.0, 0.2665754296859277)	(47.0, 0.22787899634442205)	(48.0, 0.19421401414661102)	(49.0, 0.17280747655343767)	(50.0, 0.15954274172006103)	(51.0, 0.14883947292347435)	(52.0, 0.14243580783149945)	(53.0, 0.14655244967634046)	(54.0, 0.1475587399050794)	(55.0, 0.1377702804073463)	(56.0, 0.13676399017860738)	(57.0, 0.14280173155104087)	(58.0, 0.14472283107863335)	(59.0, 0.13603214273952452)	(60.0, 0.1281647827693839)	(61.0, 0.12349925534523074)	(62.0, 0.11151525353024908)	(63.0, 0.10593491680724236)	(64.0, 0.09614645730950927)	(65.0, 0.08507726479338117)	(66.0, 0.07903952342094768)	(67.0, 0.07345918669794094)	(68.0, 0.06513442207837354)	(69.0, 0.048942297488665513)	(70.0, 0.034671272426549965)	(71.0, 0.023053194331109736)	(72.0, 0.019302476205810135)	(73.0, 0.015826200870166604)	(74.0, 0.011526597165554868)	(75.0, 0.007592917180484556)	(76.0, 0.004391084634497093)	(77.0, 0.004391084634497093)	(78.0, 0.0032933134758728194)	(79.0, 0.001829618597707122)	(80.0, 0.0013722139482803416)	(81.0, 0.0011892520885096293)	(82.0, 0.0007318474390828488)	(83.0, 0.0005488855793121366)	(84.0, 0.0006403665091974927)	(85.0, 0.0005488855793121366)	(86.0, 0.0002744427896560683)	(87.0, 0.0002744427896560683)	(88.0, 0.0002744427896560683)	(89.0, 0.0002744427896560683)	(90.0, 0.0004574046494267805)	(91.0, 0.0003659237195414244)	(92.0, 9.14809298853561e-05)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR21014914_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.00045747914352584665)	(4.0, 0.002653379032449911)	(5.0, 0.005947228865836007)	(6.0, 0.010064541157568626)	(7.0, 0.01646924916693048)	(8.0, 0.03001063181529554)	(9.0, 0.054897497223101596)	(10.0, 0.10046241991827592)	(11.0, 0.17237814128053902)	(12.0, 0.2964464850047486)	(13.0, 0.5198792987027722)	(14.0, 0.80781667163794)	(15.0, 1.181119652755031)	(16.0, 1.6536956080172305)	(17.0, 2.2183163669568304)	(18.0, 2.8683942299070586)	(19.0, 3.4580848459118747)	(20.0, 3.9762257238692484)	(21.0, 4.457127799543619)	(22.0, 4.848546954744333)	(23.0, 5.115989262049543)	(24.0, 5.336951688372527)	(25.0, 5.391666193938218)	(26.0, 5.239234143315406)	(27.0, 5.085338159433311)	(28.0, 4.8886221277171975)	(29.0, 4.602057192212607)	(30.0, 4.315766744194132)	(31.0, 3.9890351398879726)	(32.0, 3.62826708730349)	(33.0, 3.2785700299923324)	(34.0, 2.901058240754804)	(35.0, 2.571032786615258)	(36.0, 2.2605874398186185)	(37.0, 1.97228408356863)	(38.0, 1.746380882495567)	(39.0, 1.5109621152371664)	(40.0, 1.2878952848539635)	(41.0, 1.0854150159294238)	(42.0, 0.8917183465605802)	(43.0, 0.7427631374285646)	(44.0, 0.6185118020469447)	(45.0, 0.5107297158322552)	(46.0, 0.4194168787844962)	(47.0, 0.34631171164906593)	(48.0, 0.2851924980740128)	(49.0, 0.23962757537883847)	(50.0, 0.20659758121627236)	(51.0, 0.18537054895667307)	(52.0, 0.17567199111392512)	(53.0, 0.1581962878312378)	(54.0, 0.1516085881644656)	(55.0, 0.15371299222468449)	(56.0, 0.14950418410424668)	(57.0, 0.1533470089098638)	(58.0, 0.15554290879878785)	(59.0, 0.15380448805338964)	(60.0, 0.1557259004561982)	(61.0, 0.14904670496072084)	(62.0, 0.14291648443747448)	(63.0, 0.13861618048833152)	(64.0, 0.12644723527054402)	(65.0, 0.11665718159909089)	(66.0, 0.10302430312202067)	(67.0, 0.08481663320969196)	(68.0, 0.0775884627419836)	(69.0, 0.07145824221873724)	(70.0, 0.05874032202871872)	(71.0, 0.0423625686904934)	(72.0, 0.030102127644000713)	(73.0, 0.024337890435575042)	(74.0, 0.01967160317161141)	(75.0, 0.01683523248175116)	(76.0, 0.010705011958504812)	(77.0, 0.006679195495477361)	(78.0, 0.0062217163519515135)	(79.0, 0.003659833148206773)	(80.0, 0.002561883203744741)	(81.0, 0.002561883203744741)	(82.0, 0.002561883203744741)	(83.0, 0.002104404060218895)	(84.0, 0.0012809416018723706)	(85.0, 0.001097949944462032)	(86.0, 0.0011894457731672014)	(87.0, 0.0007319666296413546)	(88.0, 0.0010064541157568626)	(89.0, 0.0014639332592827092)	(90.0, 0.0014639332592827092)	(91.0, 0.0009149582870516933)	(92.0, 0.001097949944462032)	(93.0, 0.0011894457731672014)	(94.0, 0.00045747914352584665)	(95.0, 0.0003659833148206773)	(96.0, 0.0007319666296413546)	(97.0, 0.0010064541157568626)	(98.0, 0.0009149582870516933)	(99.0, 0.001097949944462032)	(100.0, 0.004849278921373975)
SRR21015008_1	(0.0, 0.0029719048848917554)	(1.0, 0.005519251929084689)	(2.0, 0.012029138819799962)	(3.0, 0.019105102831447)	(4.0, 0.029365250648335204)	(5.0, 0.04861187276001514)	(6.0, 0.08158586505429033)	(7.0, 0.1353631915428078)	(8.0, 0.22459109772967695)	(9.0, 0.36865772500681065)	(10.0, 0.5902769178515958)	(11.0, 0.8956047649541655)	(12.0, 1.2708431364918078)	(13.0, 1.7438713306704121)	(14.0, 2.294593609696901)	(15.0, 2.860529211348431)	(16.0, 3.46297678730006)	(17.0, 4.058702197440624)	(18.0, 4.550127898049511)	(19.0, 4.901095713027203)	(20.0, 5.148683693794733)	(21.0, 5.307680605136443)	(22.0, 5.316667079431234)	(23.0, 5.267489129550287)	(24.0, 5.114152989417896)	(25.0, 4.900529635906272)	(26.0, 4.65216329909746)	(27.0, 4.310818795175607)	(28.0, 4.0106564018015405)	(29.0, 3.6899737127936967)	(30.0, 3.3668144363817767)	(31.0, 3.054552144547793)	(32.0, 2.7083252254579033)	(33.0, 2.392807990178562)	(34.0, 2.1268932626208663)	(35.0, 1.888291756148128)	(36.0, 1.6416236507021125)	(37.0, 1.405215693072985)	(38.0, 1.1722749578095646)	(39.0, 0.9583685657374746)	(40.0, 0.7964705091509905)	(41.0, 0.6603289615669015)	(42.0, 0.5390469384072714)	(43.0, 0.4330489975127987)	(44.0, 0.34785439081256836)	(45.0, 0.26612700647804505)	(46.0, 0.2047076388569488)	(47.0, 0.16295945118823127)	(48.0, 0.1234755720032408)	(49.0, 0.09807286120142793)	(50.0, 0.07762332520776799)	(51.0, 0.05448492288968219)	(52.0, 0.04351717867162928)	(53.0, 0.03424766581637166)	(54.0, 0.023916758359366984)	(55.0, 0.020237257073310526)	(56.0, 0.01938814139191288)	(57.0, 0.01577939974597289)	(58.0, 0.01153382133898467)	(59.0, 0.010260147816888204)	(60.0, 0.008986474294791737)	(61.0, 0.008066598973277621)	(62.0, 0.006934444731414096)	(63.0, 0.005660771209317629)	(64.0, 0.0046701362476870446)	(65.0, 0.003750260926172929)	(66.0, 0.0032549434453576368)	(67.0, 0.0033257030854741076)	(68.0, 0.0033964627255905775)	(69.0, 0.0028303856046588147)	(70.0, 0.0018397506430282296)	(71.0, 0.0016274717226788184)	(72.0, 0.0016982313627952887)	(73.0, 0.001344433162212937)	(74.0, 0.0010613946017470556)	(75.0, 0.0012736735220964667)	(76.0, 0.0012029138819799963)	(77.0, 0.000990634961630585)	(78.0, 0.0009198753215141148)	(79.0, 0.000778356041281174)	(80.0, 0.0006368367610482333)	(81.0, 0.0004245578406988222)	(82.0, 0.00035379820058235184)	(83.0, 0.00028303856046588144)	(84.0, 0.00014151928023294072)	(85.0, 0.0002122789203494111)	(86.0, 0.00028303856046588144)	(87.0, 0.0002122789203494111)	(88.0, 0.00014151928023294072)	(89.0, 7.075964011647036e-05)	(90.0, 0.0)	(91.0, 7.075964011647036e-05)	(92.0, 7.075964011647036e-05)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR21015008_2	(0.0, 0.00042455934278213734)	(1.0, 0.00042455934278213734)	(2.0, 0.0006368390141732061)	(3.0, 0.0014859576997374806)	(4.0, 0.0033964747422570987)	(5.0, 0.007571308279614782)	(6.0, 0.013302859407173637)	(7.0, 0.024482922100436587)	(8.0, 0.043871132087487524)	(9.0, 0.06566517835030392)	(10.0, 0.11441874287978601)	(11.0, 0.20838787741556575)	(12.0, 0.3391521549924641)	(13.0, 0.5507949873693596)	(14.0, 0.849755524578448)	(15.0, 1.2316466534109805)	(16.0, 1.7053133601749184)	(17.0, 2.2717462833367534)	(18.0, 2.896839155692987)	(19.0, 3.5135116010840415)	(20.0, 4.104922765579559)	(21.0, 4.604912151595989)	(22.0, 4.9934547101321085)	(23.0, 5.271611839544872)	(24.0, 5.459691628397359)	(25.0, 5.48367923126455)	(26.0, 5.373647601593513)	(27.0, 5.210475294184245)	(28.0, 4.95397069125337)	(29.0, 4.692300616318646)	(30.0, 4.412728289096608)	(31.0, 4.093176623762586)	(32.0, 3.712912972410719)	(33.0, 3.3430510249570133)	(34.0, 2.970712481337079)	(35.0, 2.6123136361384915)	(36.0, 2.3293448341741967)	(37.0, 2.057414575122238)	(38.0, 1.7868995138795525)	(39.0, 1.5417872533133319)	(40.0, 1.32887074290809)	(41.0, 1.1053402489332946)	(42.0, 0.9053727984829079)	(43.0, 0.7455969658158969)	(44.0, 0.5987701931037411)	(45.0, 0.47755850073944084)	(46.0, 0.3820326486134599)	(47.0, 0.30688564494102166)	(48.0, 0.25176369026980744)	(49.0, 0.19777389384601232)	(50.0, 0.15828987496727354)	(51.0, 0.1253865259016579)	(52.0, 0.09297849606928808)	(53.0, 0.07075989046368956)	(54.0, 0.05851842941347127)	(55.0, 0.04627696836325297)	(56.0, 0.0393424990978114)	(57.0, 0.03396474742257099)	(58.0, 0.027737877061766312)	(59.0, 0.02278468472930804)	(60.0, 0.01974200943936939)	(61.0, 0.01768997261592239)	(62.0, 0.01457653743552005)	(63.0, 0.012736780283464122)	(64.0, 0.01118006269326295)	(65.0, 0.009269545650743333)	(66.0, 0.007500548389151093)	(67.0, 0.0066514297035868185)	(68.0, 0.0058730709084862335)	(69.0, 0.0058023110180225445)	(70.0, 0.004670152770603511)	(71.0, 0.0029719153994749612)	(72.0, 0.0026181159471565137)	(73.0, 0.0025473560566928242)	(74.0, 0.003467234632720789)	(75.0, 0.0037502741945755467)	(76.0, 0.0026888758376202035)	(77.0, 0.0020520368234469974)	(78.0, 0.0026888758376202035)	(79.0, 0.0021935566043743762)	(80.0, 0.0012029181378827225)	(81.0, 0.0013444379188101018)	(82.0, 0.0018397571520559286)	(83.0, 0.001981276932983308)	(84.0, 0.0015567175902011705)	(85.0, 0.0012736780283464121)	(86.0, 0.0010613983569553434)	(87.0, 0.0013444379188101018)	(88.0, 0.0012736780283464121)	(89.0, 0.0009198785760279643)	(90.0, 0.001132158247419033)	(91.0, 0.0013444379188101018)	(92.0, 0.0014859576997374806)	(93.0, 0.0014151978092737912)	(94.0, 0.0012736780283464121)	(95.0, 0.0012029181378827225)	(96.0, 0.001132158247419033)	(97.0, 0.001132158247419033)	(98.0, 0.0012029181378827225)	(99.0, 0.0014859576997374806)	(100.0, 0.00488243244199458)
SRR21015019_1	(0.0, 0.0052638415685568665)	(1.0, 0.006707152966386975)	(2.0, 0.010188080455271354)	(3.0, 0.015706624035210007)	(4.0, 0.028017221251996228)	(5.0, 0.04864808417392072)	(6.0, 0.07946702755111656)	(7.0, 0.1231059721678622)	(8.0, 0.20342200642358474)	(9.0, 0.33561235033073056)	(10.0, 0.5324121044583889)	(11.0, 0.8055375613301219)	(12.0, 1.1678936228559396)	(13.0, 1.602669956284645)	(14.0, 2.0858396718758887)	(15.0, 2.6539100579277273)	(16.0, 3.2550917054591983)	(17.0, 3.8139079184308318)	(18.0, 4.320764921080582)	(19.0, 4.722599794370576)	(20.0, 5.038600089824909)	(21.0, 5.278019980523786)	(22.0, 5.299245148138935)	(23.0, 5.23429613523658)	(24.0, 5.170281029709291)	(25.0, 5.010243265891071)	(26.0, 4.805632650081037)	(27.0, 4.505678581343757)	(28.0, 4.219733123232474)	(29.0, 3.902629119062153)	(30.0, 3.498247225658341)	(31.0, 3.156267325043066)	(32.0, 2.830078949133461)	(33.0, 2.514163554349589)	(34.0, 2.241972004852922)	(35.0, 1.9554322420484154)	(36.0, 1.6844293019381975)	(37.0, 1.45205616688755)	(38.0, 1.206353626574589)	(39.0, 1.0006393020485682)	(40.0, 0.8321963718547485)	(41.0, 0.6832805958668655)	(42.0, 0.5623820411309788)	(43.0, 0.44717183131595184)	(44.0, 0.3530169877751525)	(45.0, 0.2860303587817433)	(46.0, 0.22362836599320624)	(47.0, 0.17200875835316473)	(48.0, 0.13380345664589713)	(49.0, 0.10154120187087116)	(50.0, 0.0774294114600623)	(51.0, 0.062147290777155265)	(52.0, 0.044403050650890986)	(53.0, 0.0332810628205531)	(54.0, 0.027677618570153845)	(55.0, 0.02292318102436055)	(56.0, 0.0205459622514639)	(57.0, 0.01502741867152525)	(58.0, 0.011716292523562058)	(59.0, 0.010018279114350166)	(60.0, 0.0075561596709929225)	(61.0, 0.006537351625465786)	(62.0, 0.005178940898096273)	(63.0, 0.004414834863950921)	(64.0, 0.004329934193490326)	(65.0, 0.0035658281593449748)	(66.0, 0.0028866227956602175)	(67.0, 0.002716821454739028)	(68.0, 0.0031413248070420014)	(69.0, 0.0026319207842784333)	(70.0, 0.0016980134092118926)	(71.0, 0.0018678147501330817)	(72.0, 0.0019527154205936765)	(73.0, 0.0017829140796724874)	(74.0, 0.0016131127387512979)	(75.0, 0.0010188080455271354)	(76.0, 0.0008490067046059463)	(77.0, 0.0009339073750665409)	(78.0, 0.0008490067046059463)	(79.0, 0.0008490067046059463)	(80.0, 0.0005943046932241624)	(81.0, 0.0003396026818423785)	(82.0, 0.0003396026818423785)	(83.0, 0.00016980134092118925)	(84.0, 8.490067046059463e-05)	(85.0, 8.490067046059463e-05)	(86.0, 0.00016980134092118925)	(87.0, 0.00025470201138178385)	(88.0, 8.490067046059463e-05)	(89.0, 8.490067046059463e-05)	(90.0, 8.490067046059463e-05)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 8.490067046059463e-05)	(94.0, 0.00016980134092118925)	(95.0, 8.490067046059463e-05)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR21015019_2	(0.0, 0.0010189352127027256)	(1.0, 0.0005094676063513628)	(2.0, 0.0)	(3.0, 0.00059437887407659)	(4.0, 0.002547338031756814)	(5.0, 0.006113611276216354)	(6.0, 0.012991423961959752)	(7.0, 0.022756219750360875)	(8.0, 0.03532308737369449)	(9.0, 0.06173049163624013)	(10.0, 0.11446038889360619)	(11.0, 0.18875774815317994)	(12.0, 0.3097563046616286)	(13.0, 0.5100619852254394)	(14.0, 0.7863632504033284)	(15.0, 1.1423961959752058)	(16.0, 1.6115309501570858)	(17.0, 2.1803515326483827)	(18.0, 2.770484843338711)	(19.0, 3.386601001952959)	(20.0, 3.9980470408423194)	(21.0, 4.475672921796722)	(22.0, 4.900653816761484)	(23.0, 5.23163793835442)	(24.0, 5.388384138575189)	(25.0, 5.436019359769041)	(26.0, 5.430415216099176)	(27.0, 5.321134414536809)	(28.0, 5.102063343805723)	(29.0, 4.854631909654411)	(30.0, 4.512694234524921)	(31.0, 4.121932580453426)	(32.0, 3.752398743313238)	(33.0, 3.397129999150887)	(34.0, 3.034813619767343)	(35.0, 2.674704933344655)	(36.0, 2.3743737794005266)	(37.0, 2.1114884945232233)	(38.0, 1.847839008236393)	(39.0, 1.5919164473125584)	(40.0, 1.3472021737284539)	(41.0, 1.1232911607370297)	(42.0, 0.928249978772183)	(43.0, 0.7597011123376072)	(44.0, 0.6177294727010274)	(45.0, 0.5004670119724888)	(46.0, 0.39195041181964846)	(47.0, 0.3103506835357052)	(48.0, 0.25481871444340665)	(49.0, 0.20200390591831535)	(50.0, 0.16218052135518385)	(51.0, 0.1295745945486966)	(52.0, 0.09577990999405621)	(53.0, 0.07625031841725398)	(54.0, 0.061645580368514905)	(55.0, 0.05043729302878491)	(56.0, 0.04075740850810902)	(57.0, 0.03294557187738813)	(58.0, 0.02734142820752314)	(59.0, 0.0219071070731086)	(60.0, 0.016812431009594973)	(61.0, 0.01392544790693725)	(62.0, 0.013755625371486797)	(63.0, 0.011208287339729983)	(64.0, 0.008745860575698395)	(65.0, 0.007811836630720897)	(66.0, 0.006453256347117262)	(67.0, 0.005604143669864991)	(68.0, 0.005179587331238855)	(69.0, 0.00534940986668931)	(70.0, 0.004415385921711811)	(71.0, 0.003990829583085676)	(72.0, 0.004839942260337947)	(73.0, 0.004500297189437038)	(74.0, 0.0034813619767343124)	(75.0, 0.0026322492994820413)	(76.0, 0.00237751549630636)	(77.0, 0.002547338031756814)	(78.0, 0.0026322492994820413)	(79.0, 0.002037870425405451)	(80.0, 0.0019529591576802243)	(81.0, 0.0024624267640315873)	(82.0, 0.0022076929608559055)	(83.0, 0.0016133140867793155)	(84.0, 0.0013585802836036341)	(85.0, 0.001273669015878407)	(86.0, 0.0010189352127027256)	(87.0, 0.0007642014095270443)	(88.0, 0.0009340239449774986)	(89.0, 0.0016133140867793155)	(90.0, 0.00178313662222977)	(91.0, 0.0015284028190540885)	(92.0, 0.001273669015878407)	(93.0, 0.0009340239449774986)	(94.0, 0.0005094676063513628)	(95.0, 0.00059437887407659)	(96.0, 0.0008491126772522714)	(97.0, 0.00118875774815318)	(98.0, 0.0011038464804279528)	(99.0, 0.0018680478899549971)	(100.0, 0.007981659166171351)
